IDW,Kriging,Spline,Random Forest
"{'MAE': 0.046597974137044286, 'RMSE': np.float64(0.06142879253173278), 'R2': 0.9999739984982664}","{'MAE': 0.0010105894502961215, 'RMSE': np.float64(0.0027825633580925786), 'R2': 0.9999999466487501}","{'MAE': 1.5596831340688702, 'RMSE': np.float64(2.2519245698776618), 'R2': 0.9650568419229028}","{'MAE': 1.1800577906736482, 'RMSE': np.float64(1.5327051639701395), 'R2': 0.983812800642274}"
