IDW,Kriging,Spline,Random Forest
"{'MAE': 0.037867453412049445, 'RMSE': np.float64(0.05576854008637172), 'R2': 0.9999053490759658}","{'MAE': 0.2328954110283261, 'RMSE': np.float64(0.5694820741496371), 'R2': 0.9901302438417746}","{'MAE': 2.01780587958539, 'RMSE': np.float64(2.8950021893319913), 'R2': 0.7449389754579503}","{'MAE': 1.0565549102223788, 'RMSE': np.float64(1.390431835972142), 'R2': 0.9411636513386585}"
