IDW,Kriging,Spline,Random Forest
"{'MAE': 0.005747660174370728, 'RMSE': np.float64(0.008114019948574795), 'R2': 0.999899102629539}","{'MAE': 0.18530635337430534, 'RMSE': np.float64(0.38873223288316494), 'R2': 0.7684158609607824}","{'MAE': 0.37432133286959707, 'RMSE': np.float64(0.4846682854847783), 'R2': 0.6400046338624434}","{'MAE': 0.16485122575735053, 'RMSE': np.float64(0.2244008731249728), 'R2': 0.9228285268698434}"
