IDW,Kriging,Spline,Random Forest
"{'MAE': 0.024539964222953237, 'RMSE': np.float64(0.037447400336991024), 'R2': 0.9998767835323257}","{'MAE': 0.6282480028427225, 'RMSE': np.float64(1.5394904611562226), 'R2': 0.7917526844121698}","{'MAE': 1.6310386465818822, 'RMSE': np.float64(2.2443278585828983), 'R2': 0.5574136577745328}","{'MAE': 0.8201692775279904, 'RMSE': np.float64(1.0519349606701547), 'R2': 0.9027693508800378}"
