IDW,Kriging,Spline,Random Forest
"{'MAE': 0.010498973578347484, 'RMSE': np.float64(0.013498393538267704), 'R2': 0.9999746963182637}","{'MAE': 0.00042387206175857156, 'RMSE': np.float64(0.0011925212529917554), 'R2': 0.9999998025069574}","{'MAE': 0.6146790680697389, 'RMSE': np.float64(0.8233349383174755), 'R2': 0.9058603378097977}","{'MAE': 0.30696087662363425, 'RMSE': np.float64(0.39138435543133865), 'R2': 0.9787271112428717}"
